,Year,(semi-) final,Jury or Televoting,From country,To country,Points,2_minority_in_1,distw
9278,2004,f,J,United Kingdom,Belgium,0,0.0,448.2817
9279,2005,sf,J,United Kingdom,Belgium,0,0.0,448.2817
9280,2006,sf,J,United Kingdom,Belgium,0,0.0,448.2817
9281,2007,sf,J,United Kingdom,Belgium,0,0.0,448.2817
9282,2009,sf1,J,United Kingdom,Belgium,0,0.0,448.2817
9283,2010,f,J,United Kingdom,Belgium,0,0.0,448.2817
9284,2013,f,J,United Kingdom,Belgium,3,0.0,448.2817
9285,2013,sf1,J,United Kingdom,Belgium,5,0.0,448.2817
9286,2015,f,J,United Kingdom,Belgium,3,0.0,448.2817
9287,2016,f,J,United Kingdom,Belgium,0,0.0,448.2817
9288,2016,f,T,United Kingdom,Belgium,0,0.0,448.2817
9289,2016,sf2,J,United Kingdom,Belgium,7,0.0,448.2817
9290,2016,sf2,T,United Kingdom,Belgium,4,0.0,448.2817
9291,1975,f,J,United Kingdom,Finland,4,0.0,1851.041
9292,1976,f,J,United Kingdom,Finland,2,0.0,1851.041
9293,1977,f,J,United Kingdom,Finland,0,0.0,1851.041
9294,1978,f,J,United Kingdom,Finland,0,0.0,1851.041
9295,1979,f,J,United Kingdom,Finland,0,0.0,1851.041
9296,1980,f,J,United Kingdom,Finland,0,0.0,1851.041
9297,1981,f,J,United Kingdom,Finland,0,0.0,1851.041
9298,1982,f,J,United Kingdom,Finland,0,0.0,1851.041
9299,1983,f,J,United Kingdom,Finland,6,0.0,1851.041
9300,1984,f,J,United Kingdom,Finland,0,0.0,1851.041
9301,1985,f,J,United Kingdom,Finland,7,0.0,1851.041
9302,1986,f,J,United Kingdom,Finland,0,0.0,1851.041
9303,1987,f,J,United Kingdom,Finland,0,0.0,1851.041
9304,1988,f,J,United Kingdom,Finland,0,0.0,1851.041
9305,1989,f,J,United Kingdom,Finland,0,0.0,1851.041
9306,1990,f,J,United Kingdom,Finland,0,0.0,1851.041
9307,1991,f,J,United Kingdom,Finland,0,0.0,1851.041
9308,1992,f,J,United Kingdom,Finland,0,0.0,1851.041
9309,1993,f,J,United Kingdom,Finland,0,0.0,1851.041
9310,1994,f,J,United Kingdom,Finland,0,0.0,1851.041
9311,1996,f,J,United Kingdom,Finland,0,0.0,1851.041
9312,1998,f,J,United Kingdom,Finland,0,0.0,1851.041
9313,2000,f,J,United Kingdom,Finland,0,0.0,1851.041
9314,2002,f,J,United Kingdom,Finland,0,0.0,1851.041
9315,2004,sf,J,United Kingdom,Finland,0,0.0,1851.041
9316,2005,sf,J,United Kingdom,Finland,0,0.0,1851.041
9317,2006,f,J,United Kingdom,Finland,12,0.0,1851.041
9318,2006,sf,J,United Kingdom,Finland,12,0.0,1851.041
9319,2007,f,J,United Kingdom,Finland,0,0.0,1851.041
9320,2008,f,J,United Kingdom,Finland,0,0.0,1851.041
9321,2009,f,J,United Kingdom,Finland,0,0.0,1851.041
9322,2009,sf1,J,United Kingdom,Finland,4,0.0,1851.041
9323,2011,f,J,United Kingdom,Finland,0,0.0,1851.041
9324,2011,sf1,J,United Kingdom,Finland,6,0.0,1851.041
9325,2013,f,J,United Kingdom,Finland,0,0.0,1851.041
9326,2014,f,J,United Kingdom,Finland,6,0.0,1851.041
9327,2014,sf2,J,United Kingdom,Finland,8,0.0,1851.041
9328,1975,f,J,United Kingdom,France,8,1.0,749.6503
9329,1976,f,J,United Kingdom,France,8,1.0,749.6503
9330,1977,f,J,United Kingdom,France,6,1.0,749.6503
9331,1978,f,J,United Kingdom,France,8,1.0,749.6503
9332,1979,f,J,United Kingdom,France,6,1.0,749.6503
9333,1980,f,J,United Kingdom,France,5,1.0,749.6503
9334,1981,f,J,United Kingdom,France,1,1.0,749.6503
9335,1983,f,J,United Kingdom,France,0,1.0,749.6503
9336,1984,f,J,United Kingdom,France,6,1.0,749.6503
9337,1985,f,J,United Kingdom,France,2,1.0,749.6503
9338,1986,f,J,United Kingdom,France,0,1.0,749.6503
9339,1987,f,J,United Kingdom,France,0,1.0,749.6503
9340,1988,f,J,United Kingdom,France,0,1.0,749.6503
9341,1989,f,J,United Kingdom,France,0,1.0,749.6503
9342,1990,f,J,United Kingdom,France,0,1.0,749.6503
9343,1991,f,J,United Kingdom,France,6,1.0,749.6503
9344,1992,f,J,United Kingdom,France,0,1.0,749.6503
9345,1993,f,J,United Kingdom,France,4,1.0,749.6503
9346,1994,f,J,United Kingdom,France,0,1.0,749.6503
9347,1995,f,J,United Kingdom,France,1,1.0,749.6503
9348,1996,f,J,United Kingdom,France,1,1.0,749.6503
9349,1997,f,J,United Kingdom,France,0,1.0,749.6503
9350,1998,f,J,United Kingdom,France,0,1.0,749.6503
9351,1999,f,J,United Kingdom,France,0,1.0,749.6503
9352,2000,f,J,United Kingdom,France,0,1.0,749.6503
9353,2001,f,J,United Kingdom,France,6,1.0,749.6503
9354,2002,f,J,United Kingdom,France,10,1.0,749.6503
9355,2003,f,J,United Kingdom,France,0,1.0,749.6503
9356,2004,f,J,United Kingdom,France,0,1.0,749.6503
9357,2005,f,J,United Kingdom,France,0,1.0,749.6503
9358,2006,f,J,United Kingdom,France,0,1.0,749.6503
9359,2007,f,J,United Kingdom,France,0,1.0,749.6503
9360,2008,f,J,United Kingdom,France,2,1.0,749.6503
9361,2009,f,J,United Kingdom,France,1,1.0,749.6503
9362,2010,f,J,United Kingdom,France,2,1.0,749.6503
9363,2011,f,J,United Kingdom,France,0,1.0,749.6503
9364,2012,f,J,United Kingdom,France,0,1.0,749.6503
9365,2013,f,J,United Kingdom,France,0,1.0,749.6503
9366,2014,f,J,United Kingdom,France,0,1.0,749.6503
9367,2015,f,J,United Kingdom,France,0,1.0,749.6503
9368,2016,f,J,United Kingdom,France,6,1.0,749.6503
9369,2016,f,T,United Kingdom,France,0,1.0,749.6503
9370,1975,f,J,United Kingdom,Germany,0,0.0,808.641
9371,1976,f,J,United Kingdom,Germany,0,0.0,808.641
9372,1977,f,J,United Kingdom,Germany,8,0.0,808.641
9373,1978,f,J,United Kingdom,Germany,0,0.0,808.641
9374,1979,f,J,United Kingdom,Germany,8,0.0,808.641
9375,1980,f,J,United Kingdom,Germany,10,0.0,808.641
9376,1981,f,J,United Kingdom,Germany,7,0.0,808.641
9377,1982,f,J,United Kingdom,Germany,8,0.0,808.641
9378,1983,f,J,United Kingdom,Germany,7,0.0,808.641
9379,1984,f,J,United Kingdom,Germany,2,0.0,808.641
9380,1985,f,J,United Kingdom,Germany,1,0.0,808.641
9381,1986,f,J,United Kingdom,Germany,12,0.0,808.641
9382,1987,f,J,United Kingdom,Germany,10,0.0,808.641
9383,1988,f,J,United Kingdom,Germany,5,0.0,808.641
9384,1989,f,J,United Kingdom,Germany,1,0.0,808.641
9385,1990,f,J,United Kingdom,Germany,7,0.0,808.641
9386,1991,f,J,United Kingdom,Germany,0,0.0,808.641
9387,1992,f,J,United Kingdom,Germany,6,0.0,808.641
9388,1993,f,J,United Kingdom,Germany,0,0.0,808.641
9389,1994,f,J,United Kingdom,Germany,7,0.0,808.641
9390,1995,f,J,United Kingdom,Germany,0,0.0,808.641
9391,1997,f,J,United Kingdom,Germany,0,0.0,808.641
9392,1998,f,J,United Kingdom,Germany,6,0.0,808.641
9393,1999,f,J,United Kingdom,Germany,1,0.0,808.641
9394,2000,f,J,United Kingdom,Germany,5,0.0,808.641
9395,2001,f,J,United Kingdom,Germany,2,0.0,808.641
9396,2002,f,J,United Kingdom,Germany,0,0.0,808.641
9397,2003,f,J,United Kingdom,Germany,4,0.0,808.641
9398,2004,f,J,United Kingdom,Germany,4,0.0,808.641
9399,2005,f,J,United Kingdom,Germany,0,0.0,808.641
9400,2006,f,J,United Kingdom,Germany,5,0.0,808.641
9401,2007,f,J,United Kingdom,Germany,1,0.0,808.641
9402,2008,f,J,United Kingdom,Germany,0,0.0,808.641
9403,2009,f,J,United Kingdom,Germany,7,0.0,808.641
9404,2010,f,J,United Kingdom,Germany,4,0.0,808.641
9405,2011,f,J,United Kingdom,Germany,0,0.0,808.641
9406,2012,f,J,United Kingdom,Germany,6,0.0,808.641
9407,2013,f,J,United Kingdom,Germany,0,0.0,808.641
9408,2014,f,J,United Kingdom,Germany,0,0.0,808.641
9409,2015,f,J,United Kingdom,Germany,0,0.0,808.641
9410,2016,f,J,United Kingdom,Germany,0,0.0,808.641
9411,2016,f,T,United Kingdom,Germany,0,0.0,808.641
9412,1975,f,J,United Kingdom,Ireland,6,1.0,425.3322
9413,1976,f,J,United Kingdom,Ireland,10,1.0,425.3322
9414,1977,f,J,United Kingdom,Ireland,12,1.0,425.3322
9415,1978,f,J,United Kingdom,Ireland,0,1.0,425.3322
9416,1979,f,J,United Kingdom,Ireland,4,1.0,425.3322
9417,1980,f,J,United Kingdom,Ireland,12,1.0,425.3322
9418,1981,f,J,United Kingdom,Ireland,0,1.0,425.3322
9419,1982,f,J,United Kingdom,Ireland,7,1.0,425.3322
9420,1984,f,J,United Kingdom,Ireland,8,1.0,425.3322
9421,1985,f,J,United Kingdom,Ireland,3,1.0,425.3322
9422,1986,f,J,United Kingdom,Ireland,0,1.0,425.3322
9423,1987,f,J,United Kingdom,Ireland,12,1.0,425.3322
9424,1988,f,J,United Kingdom,Ireland,3,1.0,425.3322
9425,1989,f,J,United Kingdom,Ireland,0,1.0,425.3322
9426,1990,f,J,United Kingdom,Ireland,10,1.0,425.3322
9427,1991,f,J,United Kingdom,Ireland,4,1.0,425.3322
9428,1992,f,J,United Kingdom,Ireland,8,1.0,425.3322
9429,1993,f,J,United Kingdom,Ireland,12,1.0,425.3322
9430,1994,f,J,United Kingdom,Ireland,10,1.0,425.3322
9431,1995,f,J,United Kingdom,Ireland,0,1.0,425.3322
9432,1996,f,J,United Kingdom,Ireland,0,1.0,425.3322
9433,1997,f,J,United Kingdom,Ireland,12,1.0,425.3322
9434,1998,f,J,United Kingdom,Ireland,8,1.0,425.3322
9435,1999,f,J,United Kingdom,Ireland,4,1.0,425.3322
9436,2000,f,J,United Kingdom,Ireland,10,1.0,425.3322
9437,2001,f,J,United Kingdom,Ireland,5,1.0,425.3322
9438,2003,f,J,United Kingdom,Ireland,12,1.0,425.3322
9439,2004,f,J,United Kingdom,Ireland,7,1.0,425.3322
9440,2005,sf,J,United Kingdom,Ireland,12,1.0,425.3322
9441,2006,f,J,United Kingdom,Ireland,8,1.0,425.3322
9442,2006,sf,J,United Kingdom,Ireland,8,1.0,425.3322
9443,2007,f,J,United Kingdom,Ireland,0,1.0,425.3322
9444,2010,f,J,United Kingdom,Ireland,7,1.0,425.3322
9445,2010,sf2,J,United Kingdom,Ireland,10,1.0,425.3322
9446,2011,f,J,United Kingdom,Ireland,12,1.0,425.3322
9447,2012,f,J,United Kingdom,Ireland,10,1.0,425.3322
9448,2013,f,J,United Kingdom,Ireland,1,1.0,425.3322
9449,2013,sf1,J,United Kingdom,Ireland,6,1.0,425.3322
9450,2014,sf2,J,United Kingdom,Ireland,5,1.0,425.3322
9451,2016,sf2,J,United Kingdom,Ireland,2,1.0,425.3322
9452,2016,sf2,T,United Kingdom,Ireland,7,1.0,425.3322
9453,1975,f,J,United Kingdom,Israel,1,0.0,3695.057
9454,1976,f,J,United Kingdom,Israel,6,0.0,3695.057
9455,1977,f,J,United Kingdom,Israel,0,0.0,3695.057
9456,1978,f,J,United Kingdom,Israel,5,0.0,3695.057
9457,1979,f,J,United Kingdom,Israel,12,0.0,3695.057
9458,1981,f,J,United Kingdom,Israel,4,0.0,3695.057
9459,1982,f,J,United Kingdom,Israel,1,0.0,3695.057
9460,1983,f,J,United Kingdom,Israel,10,0.0,3695.057
9461,1985,f,J,United Kingdom,Israel,5,0.0,3695.057
9462,1986,f,J,United Kingdom,Israel,0,0.0,3695.057
9463,1987,f,J,United Kingdom,Israel,4,0.0,3695.057
9464,1988,f,J,United Kingdom,Israel,4,0.0,3695.057
9465,1989,f,J,United Kingdom,Israel,2,0.0,3695.057
9466,1990,f,J,United Kingdom,Israel,0,0.0,3695.057
9467,1991,f,J,United Kingdom,Israel,10,0.0,3695.057
9468,1992,f,J,United Kingdom,Israel,7,0.0,3695.057
9469,1993,f,J,United Kingdom,Israel,0,0.0,3695.057
9470,1995,f,J,United Kingdom,Israel,12,0.0,3695.057
9471,1998,f,J,United Kingdom,Israel,5,0.0,3695.057
9472,1999,f,J,United Kingdom,Israel,0,0.0,3695.057
9473,2000,f,J,United Kingdom,Israel,0,0.0,3695.057
9474,2001,f,J,United Kingdom,Israel,0,0.0,3695.057
9475,2002,f,J,United Kingdom,Israel,5,0.0,3695.057
9476,2003,f,J,United Kingdom,Israel,0,0.0,3695.057
9477,2004,sf,J,United Kingdom,Israel,2,0.0,3695.057
9478,2005,f,J,United Kingdom,Israel,7,0.0,3695.057
9479,2005,sf,J,United Kingdom,Israel,6,0.0,3695.057
9480,2006,f,J,United Kingdom,Israel,0,0.0,3695.057
9481,2007,sf,J,United Kingdom,Israel,0,0.0,3695.057
9482,2008,f,J,United Kingdom,Israel,0,0.0,3695.057
9483,2009,f,J,United Kingdom,Israel,0,0.0,3695.057
9484,2009,sf1,J,United Kingdom,Israel,1,0.0,3695.057
9485,2010,f,J,United Kingdom,Israel,3,0.0,3695.057
9486,2010,sf2,J,United Kingdom,Israel,5,0.0,3695.057
9487,2014,sf2,J,United Kingdom,Israel,0,0.0,3695.057
9488,2015,f,J,United Kingdom,Israel,5,0.0,3695.057
9489,2016,f,J,United Kingdom,Israel,3,0.0,3695.057
9490,2016,f,T,United Kingdom,Israel,0,0.0,3695.057
9491,2016,sf2,J,United Kingdom,Israel,4,0.0,3695.057
9492,2016,sf2,T,United Kingdom,Israel,2,0.0,3695.057
9493,1975,f,J,United Kingdom,Italy,10,0.0,1487.006
9494,1976,f,J,United Kingdom,Italy,1,0.0,1487.006
9495,1977,f,J,United Kingdom,Italy,0,0.0,1487.006
9496,1978,f,J,United Kingdom,Italy,6,0.0,1487.006
9497,1979,f,J,United Kingdom,Italy,0,0.0,1487.006
9498,1980,f,J,United Kingdom,Italy,4,0.0,1487.006
9499,1983,f,J,United Kingdom,Italy,0,0.0,1487.006
9500,1984,f,J,United Kingdom,Italy,0,0.0,1487.006
9501,1985,f,J,United Kingdom,Italy,0,0.0,1487.006
9502,1987,f,J,United Kingdom,Italy,1,0.0,1487.006
9503,1988,f,J,United Kingdom,Italy,0,0.0,1487.006
9504,1989,f,J,United Kingdom,Italy,0,0.0,1487.006
9505,1990,f,J,United Kingdom,Italy,0,0.0,1487.006
9506,1991,f,J,United Kingdom,Italy,0,0.0,1487.006
9507,1992,f,J,United Kingdom,Italy,0,0.0,1487.006
9508,1993,f,J,United Kingdom,Italy,0,0.0,1487.006
9509,1997,f,J,United Kingdom,Italy,3,0.0,1487.006
9510,2011,f,J,United Kingdom,Italy,7,0.0,1487.006
9511,2012,f,J,United Kingdom,Italy,0,0.0,1487.006
9512,2013,f,J,United Kingdom,Italy,0,0.0,1487.006
9513,2014,f,J,United Kingdom,Italy,0,0.0,1487.006
9514,2015,f,J,United Kingdom,Italy,8,0.0,1487.006
9515,2016,f,J,United Kingdom,Italy,0,0.0,1487.006
9516,2016,f,T,United Kingdom,Italy,0,0.0,1487.006
9517,1975,f,J,United Kingdom,Luxembourg,3,0.0,621.0148
9518,1976,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9519,1977,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9520,1978,f,J,United Kingdom,Luxembourg,7,0.0,621.0148
9521,1979,f,J,United Kingdom,Luxembourg,10,0.0,621.0148
9522,1980,f,J,United Kingdom,Luxembourg,8,0.0,621.0148
9523,1981,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9524,1982,f,J,United Kingdom,Luxembourg,6,0.0,621.0148
9525,1983,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9526,1984,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9527,1985,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9528,1986,f,J,United Kingdom,Luxembourg,8,0.0,621.0148
9529,1987,f,J,United Kingdom,Luxembourg,2,0.0,621.0148
9530,1988,f,J,United Kingdom,Luxembourg,7,0.0,621.0148
9531,1989,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9532,1990,f,J,United Kingdom,Luxembourg,3,0.0,621.0148
9533,1991,f,J,United Kingdom,Luxembourg,3,0.0,621.0148
9534,1992,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9535,1993,f,J,United Kingdom,Luxembourg,0,0.0,621.0148
9536,1975,f,J,United Kingdom,Malta,0,0.0,2232.704
9537,1991,f,J,United Kingdom,Malta,7,0.0,2232.704
9538,1992,f,J,United Kingdom,Malta,0,0.0,2232.704
9539,1993,f,J,United Kingdom,Malta,6,0.0,2232.704
9540,1994,f,J,United Kingdom,Malta,1,0.0,2232.704
9541,1995,f,J,United Kingdom,Malta,7,0.0,2232.704
9542,1996,f,J,United Kingdom,Malta,0,0.0,2232.704
9543,1997,f,J,United Kingdom,Malta,0,0.0,2232.704
9544,1998,f,J,United Kingdom,Malta,12,0.0,2232.704
9545,1999,f,J,United Kingdom,Malta,6,0.0,2232.704
9546,2000,f,J,United Kingdom,Malta,2,0.0,2232.704
9547,2001,f,J,United Kingdom,Malta,1,0.0,2232.704
9548,2002,f,J,United Kingdom,Malta,12,0.0,2232.704
9549,2003,f,J,United Kingdom,Malta,0,0.0,2232.704
9550,2004,f,J,United Kingdom,Malta,2,0.0,2232.704
9551,2004,sf,J,United Kingdom,Malta,5,0.0,2232.704
9552,2005,f,J,United Kingdom,Malta,10,0.0,2232.704
9553,2006,f,J,United Kingdom,Malta,0,0.0,2232.704
9554,2007,sf,J,United Kingdom,Malta,2,0.0,2232.704
9555,2008,sf2,J,United Kingdom,Malta,2,0.0,2232.704
9556,2009,f,J,United Kingdom,Malta,6,0.0,2232.704
9557,2009,sf1,J,United Kingdom,Malta,10,0.0,2232.704
9558,2011,sf1,J,United Kingdom,Malta,0,0.0,2232.704
9559,2012,f,J,United Kingdom,Malta,5,0.0,2232.704
9560,2012,sf2,J,United Kingdom,Malta,12,0.0,2232.704
9561,2013,f,J,United Kingdom,Malta,7,0.0,2232.704
9562,2014,f,J,United Kingdom,Malta,10,0.0,2232.704
9563,2014,sf2,J,United Kingdom,Malta,7,0.0,2232.704
9564,2016,f,J,United Kingdom,Malta,0,0.0,2232.704
9565,2016,f,T,United Kingdom,Malta,0,0.0,2232.704
9566,1975,f,J,United Kingdom,Monaco,2,0.0,
9567,1976,f,J,United Kingdom,Monaco,5,0.0,
9568,1977,f,J,United Kingdom,Monaco,7,0.0,
9569,1978,f,J,United Kingdom,Monaco,10,0.0,
9570,1979,f,J,United Kingdom,Monaco,0,0.0,
9571,2004,sf,J,United Kingdom,Monaco,0,0.0,
9572,2005,sf,J,United Kingdom,Monaco,0,0.0,
9573,2006,sf,J,United Kingdom,Monaco,0,0.0,
9574,1975,f,J,United Kingdom,Norway,0,0.0,1127.215
9575,1976,f,J,United Kingdom,Norway,0,0.0,1127.215
9576,1977,f,J,United Kingdom,Norway,2,0.0,1127.215
9577,1978,f,J,United Kingdom,Norway,0,0.0,1127.215
9578,1979,f,J,United Kingdom,Norway,7,0.0,1127.215
9579,1980,f,J,United Kingdom,Norway,0,0.0,1127.215
9580,1981,f,J,United Kingdom,Norway,0,0.0,1127.215
9581,1982,f,J,United Kingdom,Norway,0,0.0,1127.215
9582,1983,f,J,United Kingdom,Norway,5,0.0,1127.215
9583,1984,f,J,United Kingdom,Norway,0,0.0,1127.215
9584,1985,f,J,United Kingdom,Norway,12,0.0,1127.215
9585,1986,f,J,United Kingdom,Norway,0,0.0,1127.215
9586,1987,f,J,United Kingdom,Norway,0,0.0,1127.215
9587,1988,f,J,United Kingdom,Norway,12,0.0,1127.215
9588,1989,f,J,United Kingdom,Norway,0,0.0,1127.215
9589,1990,f,J,United Kingdom,Norway,0,0.0,1127.215
9590,1991,f,J,United Kingdom,Norway,0,0.0,1127.215
9591,1992,f,J,United Kingdom,Norway,5,0.0,1127.215
9592,1993,f,J,United Kingdom,Norway,0,0.0,1127.215
9593,1994,f,J,United Kingdom,Norway,4,0.0,1127.215
9594,1995,f,J,United Kingdom,Norway,4,0.0,1127.215
9595,1996,f,J,United Kingdom,Norway,8,0.0,1127.215
9596,1997,f,J,United Kingdom,Norway,0,0.0,1127.215
9597,1998,f,J,United Kingdom,Norway,4,0.0,1127.215
9598,1999,f,J,United Kingdom,Norway,0,0.0,1127.215
9599,2000,f,J,United Kingdom,Norway,3,0.0,1127.215
9600,2001,f,J,United Kingdom,Norway,0,0.0,1127.215
9601,2003,f,J,United Kingdom,Norway,6,0.0,1127.215
9602,2004,f,J,United Kingdom,Norway,0,0.0,1127.215
9603,2005,f,J,United Kingdom,Norway,5,0.0,1127.215
9604,2005,sf,J,United Kingdom,Norway,7,0.0,1127.215
9605,2006,f,J,United Kingdom,Norway,0,0.0,1127.215
9606,2007,sf,J,United Kingdom,Norway,0,0.0,1127.215
9607,2008,f,J,United Kingdom,Norway,7,0.0,1127.215
9608,2009,f,J,United Kingdom,Norway,10,0.0,1127.215
9609,2010,f,J,United Kingdom,Norway,0,0.0,1127.215
9610,2011,sf1,J,United Kingdom,Norway,0,0.0,1127.215
9611,2012,f,J,United Kingdom,Norway,0,0.0,1127.215
9612,2012,sf2,J,United Kingdom,Norway,0,0.0,1127.215
9613,2013,f,J,United Kingdom,Norway,0,0.0,1127.215
9614,2014,f,J,United Kingdom,Norway,0,0.0,1127.215
9615,2014,sf2,J,United Kingdom,Norway,0,0.0,1127.215
9616,2015,f,J,United Kingdom,Norway,0,0.0,1127.215
9617,2016,sf2,J,United Kingdom,Norway,1,0.0,1127.215
9618,2016,sf2,T,United Kingdom,Norway,0,0.0,1127.215
9619,1975,f,J,United Kingdom,Portugal,0,0.0,1620.87
9620,1976,f,J,United Kingdom,Portugal,0,0.0,1620.87
9621,1977,f,J,United Kingdom,Portugal,0,0.0,1620.87
9622,1978,f,J,United Kingdom,Portugal,0,0.0,1620.87
9623,1979,f,J,United Kingdom,Portugal,0,0.0,1620.87
9624,1980,f,J,United Kingdom,Portugal,0,0.0,1620.87
9625,1981,f,J,United Kingdom,Portugal,0,0.0,1620.87
9626,1982,f,J,United Kingdom,Portugal,4,0.0,1620.87
9627,1983,f,J,United Kingdom,Portugal,0,0.0,1620.87
9628,1984,f,J,United Kingdom,Portugal,0,0.0,1620.87
9629,1985,f,J,United Kingdom,Portugal,0,0.0,1620.87
9630,1986,f,J,United Kingdom,Portugal,4,0.0,1620.87
9631,1987,f,J,United Kingdom,Portugal,0,0.0,1620.87
9632,1988,f,J,United Kingdom,Portugal,0,0.0,1620.87
9633,1989,f,J,United Kingdom,Portugal,0,0.0,1620.87
9634,1990,f,J,United Kingdom,Portugal,2,0.0,1620.87
9635,1991,f,J,United Kingdom,Portugal,0,0.0,1620.87
9636,1992,f,J,United Kingdom,Portugal,0,0.0,1620.87
9637,1993,f,J,United Kingdom,Portugal,1,0.0,1620.87
9638,1994,f,J,United Kingdom,Portugal,8,0.0,1620.87
9639,1995,f,J,United Kingdom,Portugal,0,0.0,1620.87
9640,1996,f,J,United Kingdom,Portugal,2,0.0,1620.87
9641,1997,f,J,United Kingdom,Portugal,0,0.0,1620.87
9642,1998,f,J,United Kingdom,Portugal,0,0.0,1620.87
9643,1999,f,J,United Kingdom,Portugal,0,0.0,1620.87
9644,2001,f,J,United Kingdom,Portugal,0,0.0,1620.87
9645,2003,f,J,United Kingdom,Portugal,0,0.0,1620.87
9646,2004,sf,J,United Kingdom,Portugal,0,0.0,1620.87
9647,2005,sf,J,United Kingdom,Portugal,0,0.0,1620.87
9648,2006,sf,J,United Kingdom,Portugal,0,0.0,1620.87
9649,2007,sf,J,United Kingdom,Portugal,0,0.0,1620.87
9650,2008,f,J,United Kingdom,Portugal,0,0.0,1620.87
9651,2008,sf2,J,United Kingdom,Portugal,7,0.0,1620.87
9652,2009,f,J,United Kingdom,Portugal,0,0.0,1620.87
9653,2009,sf1,J,United Kingdom,Portugal,6,0.0,1620.87
9654,2010,f,J,United Kingdom,Portugal,0,0.0,1620.87
9655,2011,sf1,J,United Kingdom,Portugal,3,0.0,1620.87
9656,2012,sf2,J,United Kingdom,Portugal,0,0.0,1620.87
9657,1975,f,J,United Kingdom,Spain,0,0.0,1435.419
9658,1976,f,J,United Kingdom,Spain,3,0.0,1435.419
9659,1977,f,J,United Kingdom,Spain,3,0.0,1435.419
9660,1978,f,J,United Kingdom,Spain,0,0.0,1435.419
9661,1979,f,J,United Kingdom,Spain,5,0.0,1435.419
9662,1980,f,J,United Kingdom,Spain,0,0.0,1435.419
9663,1981,f,J,United Kingdom,Spain,0,0.0,1435.419
9664,1982,f,J,United Kingdom,Spain,0,0.0,1435.419
9665,1983,f,J,United Kingdom,Spain,0,0.0,1435.419
9666,1984,f,J,United Kingdom,Spain,4,0.0,1435.419
9667,1985,f,J,United Kingdom,Spain,4,0.0,1435.419
9668,1986,f,J,United Kingdom,Spain,1,0.0,1435.419
9669,1987,f,J,United Kingdom,Spain,0,0.0,1435.419
9670,1988,f,J,United Kingdom,Spain,0,0.0,1435.419
9671,1989,f,J,United Kingdom,Spain,7,0.0,1435.419
9672,1990,f,J,United Kingdom,Spain,1,0.0,1435.419
9673,1991,f,J,United Kingdom,Spain,1,0.0,1435.419
9674,1992,f,J,United Kingdom,Spain,1,0.0,1435.419
9675,1993,f,J,United Kingdom,Spain,0,0.0,1435.419
9676,1994,f,J,United Kingdom,Spain,0,0.0,1435.419
9677,1995,f,J,United Kingdom,Spain,8,0.0,1435.419
9678,1996,f,J,United Kingdom,Spain,0,0.0,1435.419
9679,1997,f,J,United Kingdom,Spain,0,0.0,1435.419
9680,1998,f,J,United Kingdom,Spain,0,0.0,1435.419
9681,1999,f,J,United Kingdom,Spain,0,0.0,1435.419
9682,2000,f,J,United Kingdom,Spain,0,0.0,1435.419
9683,2001,f,J,United Kingdom,Spain,3,0.0,1435.419
9684,2002,f,J,United Kingdom,Spain,2,0.0,1435.419
9685,2003,f,J,United Kingdom,Spain,0,0.0,1435.419
9686,2004,f,J,United Kingdom,Spain,0,0.0,1435.419
9687,2005,f,J,United Kingdom,Spain,0,0.0,1435.419
9688,2006,f,J,United Kingdom,Spain,0,0.0,1435.419
9689,2007,f,J,United Kingdom,Spain,0,0.0,1435.419
9690,2008,f,J,United Kingdom,Spain,1,0.0,1435.419
9691,2009,f,J,United Kingdom,Spain,0,0.0,1435.419
9692,2010,f,J,United Kingdom,Spain,0,0.0,1435.419
9693,2011,f,J,United Kingdom,Spain,1,0.0,1435.419
9694,2012,f,J,United Kingdom,Spain,8,0.0,1435.419
9695,2013,f,J,United Kingdom,Spain,0,0.0,1435.419
9696,2014,f,J,United Kingdom,Spain,5,0.0,1435.419
9697,2015,f,J,United Kingdom,Spain,0,0.0,1435.419
9698,2016,f,J,United Kingdom,Spain,0,0.0,1435.419
9699,2016,f,T,United Kingdom,Spain,4,0.0,1435.419
9700,1975,f,J,United Kingdom,Sweden,7,0.0,1292.802
9701,1977,f,J,United Kingdom,Sweden,0,0.0,1292.802
9702,1978,f,J,United Kingdom,Sweden,4,0.0,1292.802
9703,1979,f,J,United Kingdom,Sweden,0,0.0,1292.802
9704,1980,f,J,United Kingdom,Sweden,0,0.0,1292.802
9705,1981,f,J,United Kingdom,Sweden,2,0.0,1292.802
9706,1982,f,J,United Kingdom,Sweden,5,0.0,1292.802
9707,1983,f,J,United Kingdom,Sweden,8,0.0,1292.802
9708,1984,f,J,United Kingdom,Sweden,7,0.0,1292.802
9709,1985,f,J,United Kingdom,Sweden,6,0.0,1292.802
9710,1986,f,J,United Kingdom,Sweden,3,0.0,1292.802
